PING 10.0.0.1 (10.0.0.1) 56(84) bytes of data.
64 bytes from 10.0.0.1: icmp_seq=62 ttl=64 time=129 ms
64 bytes from 10.0.0.1: icmp_seq=63 ttl=64 time=127 ms
64 bytes from 10.0.0.1: icmp_seq=64 ttl=64 time=135 ms
64 bytes from 10.0.0.1: icmp_seq=66 ttl=64 time=147 ms
64 bytes from 10.0.0.1: icmp_seq=67 ttl=64 time=137 ms
64 bytes from 10.0.0.1: icmp_seq=68 ttl=64 time=127 ms
64 bytes from 10.0.0.1: icmp_seq=69 ttl=64 time=133 ms
64 bytes from 10.0.0.1: icmp_seq=70 ttl=64 time=131 ms
64 bytes from 10.0.0.1: icmp_seq=71 ttl=64 time=138 ms
64 bytes from 10.0.0.1: icmp_seq=72 ttl=64 time=136 ms
64 bytes from 10.0.0.1: icmp_seq=73 ttl=64 time=133 ms
64 bytes from 10.0.0.1: icmp_seq=74 ttl=64 time=140 ms
64 bytes from 10.0.0.1: icmp_seq=75 ttl=64 time=138 ms
64 bytes from 10.0.0.1: icmp_seq=76 ttl=64 time=130 ms
64 bytes from 10.0.0.1: icmp_seq=77 ttl=64 time=145 ms
64 bytes from 10.0.0.1: icmp_seq=79 ttl=64 time=156 ms
64 bytes from 10.0.0.1: icmp_seq=80 ttl=64 time=150 ms
64 bytes from 10.0.0.1: icmp_seq=81 ttl=64 time=163 ms
64 bytes from 10.0.0.1: icmp_seq=82 ttl=64 time=142 ms
64 bytes from 10.0.0.1: icmp_seq=83 ttl=64 time=147 ms
64 bytes from 10.0.0.1: icmp_seq=84 ttl=64 time=156 ms
64 bytes from 10.0.0.1: icmp_seq=86 ttl=64 time=182 ms
64 bytes from 10.0.0.1: icmp_seq=88 ttl=64 time=134 ms
64 bytes from 10.0.0.1: icmp_seq=89 ttl=64 time=136 ms
64 bytes from 10.0.0.1: icmp_seq=90 ttl=64 time=119 ms
64 bytes from 10.0.0.1: icmp_seq=91 ttl=64 time=67.6 ms
64 bytes from 10.0.0.1: icmp_seq=92 ttl=64 time=96.0 ms
64 bytes from 10.0.0.1: icmp_seq=93 ttl=64 time=139 ms
64 bytes from 10.0.0.1: icmp_seq=94 ttl=64 time=150 ms
64 bytes from 10.0.0.1: icmp_seq=95 ttl=64 time=147 ms
64 bytes from 10.0.0.1: icmp_seq=96 ttl=64 time=175 ms
64 bytes from 10.0.0.1: icmp_seq=98 ttl=64 time=149 ms
64 bytes from 10.0.0.1: icmp_seq=102 ttl=64 time=151 ms
64 bytes from 10.0.0.1: icmp_seq=103 ttl=64 time=132 ms
64 bytes from 10.0.0.1: icmp_seq=104 ttl=64 time=148 ms
64 bytes from 10.0.0.1: icmp_seq=106 ttl=64 time=154 ms
64 bytes from 10.0.0.1: icmp_seq=108 ttl=64 time=152 ms
64 bytes from 10.0.0.1: icmp_seq=109 ttl=64 time=158 ms
64 bytes from 10.0.0.1: icmp_seq=110 ttl=64 time=150 ms
64 bytes from 10.0.0.1: icmp_seq=115 ttl=64 time=140 ms
64 bytes from 10.0.0.1: icmp_seq=117 ttl=64 time=136 ms
64 bytes from 10.0.0.1: icmp_seq=119 ttl=64 time=148 ms
64 bytes from 10.0.0.1: icmp_seq=121 ttl=64 time=131 ms
64 bytes from 10.0.0.1: icmp_seq=122 ttl=64 time=139 ms
64 bytes from 10.0.0.1: icmp_seq=124 ttl=64 time=131 ms
64 bytes from 10.0.0.1: icmp_seq=125 ttl=64 time=157 ms
64 bytes from 10.0.0.1: icmp_seq=127 ttl=64 time=138 ms
64 bytes from 10.0.0.1: icmp_seq=128 ttl=64 time=163 ms
64 bytes from 10.0.0.1: icmp_seq=129 ttl=64 time=184 ms
64 bytes from 10.0.0.1: icmp_seq=130 ttl=64 time=179 ms
64 bytes from 10.0.0.1: icmp_seq=132 ttl=64 time=163 ms
64 bytes from 10.0.0.1: icmp_seq=134 ttl=64 time=161 ms
64 bytes from 10.0.0.1: icmp_seq=136 ttl=64 time=144 ms
64 bytes from 10.0.0.1: icmp_seq=137 ttl=64 time=137 ms
64 bytes from 10.0.0.1: icmp_seq=140 ttl=64 time=155 ms
64 bytes from 10.0.0.1: icmp_seq=141 ttl=64 time=142 ms
64 bytes from 10.0.0.1: icmp_seq=144 ttl=64 time=151 ms
64 bytes from 10.0.0.1: icmp_seq=145 ttl=64 time=134 ms
64 bytes from 10.0.0.1: icmp_seq=146 ttl=64 time=135 ms
64 bytes from 10.0.0.1: icmp_seq=147 ttl=64 time=131 ms
64 bytes from 10.0.0.1: icmp_seq=148 ttl=64 time=130 ms
64 bytes from 10.0.0.1: icmp_seq=150 ttl=64 time=160 ms
64 bytes from 10.0.0.1: icmp_seq=151 ttl=64 time=141 ms
64 bytes from 10.0.0.1: icmp_seq=152 ttl=64 time=131 ms
64 bytes from 10.0.0.1: icmp_seq=153 ttl=64 time=139 ms
64 bytes from 10.0.0.1: icmp_seq=154 ttl=64 time=147 ms
64 bytes from 10.0.0.1: icmp_seq=156 ttl=64 time=156 ms
64 bytes from 10.0.0.1: icmp_seq=158 ttl=64 time=161 ms
64 bytes from 10.0.0.1: icmp_seq=159 ttl=64 time=157 ms
64 bytes from 10.0.0.1: icmp_seq=160 ttl=64 time=148 ms
64 bytes from 10.0.0.1: icmp_seq=162 ttl=64 time=141 ms
64 bytes from 10.0.0.1: icmp_seq=164 ttl=64 time=157 ms
64 bytes from 10.0.0.1: icmp_seq=166 ttl=64 time=158 ms
64 bytes from 10.0.0.1: icmp_seq=168 ttl=64 time=157 ms
64 bytes from 10.0.0.1: icmp_seq=170 ttl=64 time=167 ms
64 bytes from 10.0.0.1: icmp_seq=171 ttl=64 time=150 ms
64 bytes from 10.0.0.1: icmp_seq=172 ttl=64 time=127 ms
64 bytes from 10.0.0.1: icmp_seq=173 ttl=64 time=134 ms
64 bytes from 10.0.0.1: icmp_seq=174 ttl=64 time=153 ms
64 bytes from 10.0.0.1: icmp_seq=178 ttl=64 time=141 ms
64 bytes from 10.0.0.1: icmp_seq=179 ttl=64 time=153 ms
64 bytes from 10.0.0.1: icmp_seq=182 ttl=64 time=152 ms
64 bytes from 10.0.0.1: icmp_seq=183 ttl=64 time=126 ms
64 bytes from 10.0.0.1: icmp_seq=184 ttl=64 time=152 ms
64 bytes from 10.0.0.1: icmp_seq=185 ttl=64 time=146 ms
64 bytes from 10.0.0.1: icmp_seq=186 ttl=64 time=126 ms
64 bytes from 10.0.0.1: icmp_seq=187 ttl=64 time=148 ms
64 bytes from 10.0.0.1: icmp_seq=188 ttl=64 time=152 ms
64 bytes from 10.0.0.1: icmp_seq=190 ttl=64 time=136 ms
64 bytes from 10.0.0.1: icmp_seq=191 ttl=64 time=93.7 ms
64 bytes from 10.0.0.1: icmp_seq=192 ttl=64 time=101 ms
64 bytes from 10.0.0.1: icmp_seq=193 ttl=64 time=123 ms
64 bytes from 10.0.0.1: icmp_seq=194 ttl=64 time=167 ms
64 bytes from 10.0.0.1: icmp_seq=195 ttl=64 time=160 ms
64 bytes from 10.0.0.1: icmp_seq=196 ttl=64 time=151 ms
64 bytes from 10.0.0.1: icmp_seq=197 ttl=64 time=139 ms
64 bytes from 10.0.0.1: icmp_seq=199 ttl=64 time=142 ms
64 bytes from 10.0.0.1: icmp_seq=200 ttl=64 time=137 ms
64 bytes from 10.0.0.1: icmp_seq=201 ttl=64 time=151 ms
64 bytes from 10.0.0.1: icmp_seq=202 ttl=64 time=141 ms
64 bytes from 10.0.0.1: icmp_seq=203 ttl=64 time=125 ms
64 bytes from 10.0.0.1: icmp_seq=204 ttl=64 time=131 ms
64 bytes from 10.0.0.1: icmp_seq=205 ttl=64 time=146 ms
64 bytes from 10.0.0.1: icmp_seq=208 ttl=64 time=163 ms
64 bytes from 10.0.0.1: icmp_seq=210 ttl=64 time=165 ms
64 bytes from 10.0.0.1: icmp_seq=211 ttl=64 time=142 ms
64 bytes from 10.0.0.1: icmp_seq=213 ttl=64 time=163 ms
64 bytes from 10.0.0.1: icmp_seq=215 ttl=64 time=151 ms
64 bytes from 10.0.0.1: icmp_seq=217 ttl=64 time=144 ms
64 bytes from 10.0.0.1: icmp_seq=218 ttl=64 time=143 ms
64 bytes from 10.0.0.1: icmp_seq=219 ttl=64 time=135 ms
64 bytes from 10.0.0.1: icmp_seq=220 ttl=64 time=151 ms
64 bytes from 10.0.0.1: icmp_seq=221 ttl=64 time=164 ms
64 bytes from 10.0.0.1: icmp_seq=223 ttl=64 time=161 ms
64 bytes from 10.0.0.1: icmp_seq=225 ttl=64 time=172 ms
64 bytes from 10.0.0.1: icmp_seq=227 ttl=64 time=124 ms
64 bytes from 10.0.0.1: icmp_seq=228 ttl=64 time=139 ms
64 bytes from 10.0.0.1: icmp_seq=229 ttl=64 time=155 ms
64 bytes from 10.0.0.1: icmp_seq=230 ttl=64 time=134 ms
64 bytes from 10.0.0.1: icmp_seq=232 ttl=64 time=148 ms
64 bytes from 10.0.0.1: icmp_seq=234 ttl=64 time=150 ms
64 bytes from 10.0.0.1: icmp_seq=236 ttl=64 time=162 ms
64 bytes from 10.0.0.1: icmp_seq=237 ttl=64 time=128 ms
64 bytes from 10.0.0.1: icmp_seq=238 ttl=64 time=119 ms
64 bytes from 10.0.0.1: icmp_seq=239 ttl=64 time=136 ms
64 bytes from 10.0.0.1: icmp_seq=242 ttl=64 time=162 ms
64 bytes from 10.0.0.1: icmp_seq=243 ttl=64 time=147 ms
64 bytes from 10.0.0.1: icmp_seq=245 ttl=64 time=145 ms
64 bytes from 10.0.0.1: icmp_seq=246 ttl=64 time=148 ms
64 bytes from 10.0.0.1: icmp_seq=247 ttl=64 time=135 ms
64 bytes from 10.0.0.1: icmp_seq=248 ttl=64 time=142 ms
64 bytes from 10.0.0.1: icmp_seq=249 ttl=64 time=148 ms
64 bytes from 10.0.0.1: icmp_seq=250 ttl=64 time=139 ms
64 bytes from 10.0.0.1: icmp_seq=251 ttl=64 time=154 ms
64 bytes from 10.0.0.1: icmp_seq=252 ttl=64 time=148 ms
64 bytes from 10.0.0.1: icmp_seq=253 ttl=64 time=154 ms
64 bytes from 10.0.0.1: icmp_seq=254 ttl=64 time=140 ms
64 bytes from 10.0.0.1: icmp_seq=255 ttl=64 time=154 ms
64 bytes from 10.0.0.1: icmp_seq=256 ttl=64 time=145 ms
64 bytes from 10.0.0.1: icmp_seq=257 ttl=64 time=178 ms
64 bytes from 10.0.0.1: icmp_seq=258 ttl=64 time=165 ms
64 bytes from 10.0.0.1: icmp_seq=259 ttl=64 time=144 ms
64 bytes from 10.0.0.1: icmp_seq=260 ttl=64 time=157 ms
64 bytes from 10.0.0.1: icmp_seq=262 ttl=64 time=149 ms
64 bytes from 10.0.0.1: icmp_seq=263 ttl=64 time=138 ms
64 bytes from 10.0.0.1: icmp_seq=264 ttl=64 time=169 ms
64 bytes from 10.0.0.1: icmp_seq=265 ttl=64 time=192 ms
64 bytes from 10.0.0.1: icmp_seq=267 ttl=64 time=152 ms
64 bytes from 10.0.0.1: icmp_seq=269 ttl=64 time=156 ms
64 bytes from 10.0.0.1: icmp_seq=272 ttl=64 time=188 ms
64 bytes from 10.0.0.1: icmp_seq=273 ttl=64 time=164 ms
64 bytes from 10.0.0.1: icmp_seq=275 ttl=64 time=156 ms
64 bytes from 10.0.0.1: icmp_seq=276 ttl=64 time=157 ms
64 bytes from 10.0.0.1: icmp_seq=277 ttl=64 time=152 ms
64 bytes from 10.0.0.1: icmp_seq=279 ttl=64 time=152 ms
64 bytes from 10.0.0.1: icmp_seq=280 ttl=64 time=157 ms
64 bytes from 10.0.0.1: icmp_seq=282 ttl=64 time=146 ms
64 bytes from 10.0.0.1: icmp_seq=283 ttl=64 time=129 ms
64 bytes from 10.0.0.1: icmp_seq=284 ttl=64 time=149 ms
64 bytes from 10.0.0.1: icmp_seq=286 ttl=64 time=146 ms
64 bytes from 10.0.0.1: icmp_seq=287 ttl=64 time=195 ms
64 bytes from 10.0.0.1: icmp_seq=290 ttl=64 time=167 ms
64 bytes from 10.0.0.1: icmp_seq=291 ttl=64 time=128 ms
64 bytes from 10.0.0.1: icmp_seq=292 ttl=64 time=70.2 ms
64 bytes from 10.0.0.1: icmp_seq=293 ttl=64 time=70.5 ms
64 bytes from 10.0.0.1: icmp_seq=294 ttl=64 time=85.6 ms
64 bytes from 10.0.0.1: icmp_seq=295 ttl=64 time=130 ms
64 bytes from 10.0.0.1: icmp_seq=296 ttl=64 time=146 ms
64 bytes from 10.0.0.1: icmp_seq=300 ttl=64 time=171 ms
64 bytes from 10.0.0.1: icmp_seq=301 ttl=64 time=152 ms
64 bytes from 10.0.0.1: icmp_seq=302 ttl=64 time=156 ms
64 bytes from 10.0.0.1: icmp_seq=303 ttl=64 time=147 ms
64 bytes from 10.0.0.1: icmp_seq=308 ttl=64 time=168 ms
64 bytes from 10.0.0.1: icmp_seq=311 ttl=64 time=152 ms
64 bytes from 10.0.0.1: icmp_seq=312 ttl=64 time=161 ms
64 bytes from 10.0.0.1: icmp_seq=313 ttl=64 time=174 ms
64 bytes from 10.0.0.1: icmp_seq=314 ttl=64 time=132 ms
64 bytes from 10.0.0.1: icmp_seq=315 ttl=64 time=148 ms
64 bytes from 10.0.0.1: icmp_seq=317 ttl=64 time=142 ms
64 bytes from 10.0.0.1: icmp_seq=318 ttl=64 time=146 ms
64 bytes from 10.0.0.1: icmp_seq=319 ttl=64 time=153 ms
64 bytes from 10.0.0.1: icmp_seq=321 ttl=64 time=150 ms
64 bytes from 10.0.0.1: icmp_seq=322 ttl=64 time=153 ms
64 bytes from 10.0.0.1: icmp_seq=323 ttl=64 time=169 ms
64 bytes from 10.0.0.1: icmp_seq=325 ttl=64 time=161 ms
64 bytes from 10.0.0.1: icmp_seq=328 ttl=64 time=166 ms
64 bytes from 10.0.0.1: icmp_seq=331 ttl=64 time=162 ms
64 bytes from 10.0.0.1: icmp_seq=333 ttl=64 time=152 ms
64 bytes from 10.0.0.1: icmp_seq=335 ttl=64 time=164 ms
64 bytes from 10.0.0.1: icmp_seq=337 ttl=64 time=161 ms
64 bytes from 10.0.0.1: icmp_seq=338 ttl=64 time=148 ms
64 bytes from 10.0.0.1: icmp_seq=339 ttl=64 time=139 ms
64 bytes from 10.0.0.1: icmp_seq=343 ttl=64 time=159 ms
64 bytes from 10.0.0.1: icmp_seq=344 ttl=64 time=136 ms
64 bytes from 10.0.0.1: icmp_seq=345 ttl=64 time=140 ms
64 bytes from 10.0.0.1: icmp_seq=346 ttl=64 time=127 ms
64 bytes from 10.0.0.1: icmp_seq=347 ttl=64 time=139 ms
64 bytes from 10.0.0.1: icmp_seq=348 ttl=64 time=156 ms
64 bytes from 10.0.0.1: icmp_seq=349 ttl=64 time=146 ms
64 bytes from 10.0.0.1: icmp_seq=350 ttl=64 time=144 ms
64 bytes from 10.0.0.1: icmp_seq=351 ttl=64 time=140 ms
64 bytes from 10.0.0.1: icmp_seq=352 ttl=64 time=131 ms
64 bytes from 10.0.0.1: icmp_seq=353 ttl=64 time=157 ms
64 bytes from 10.0.0.1: icmp_seq=357 ttl=64 time=143 ms
64 bytes from 10.0.0.1: icmp_seq=358 ttl=64 time=149 ms
64 bytes from 10.0.0.1: icmp_seq=359 ttl=64 time=147 ms
64 bytes from 10.0.0.1: icmp_seq=360 ttl=64 time=144 ms
