1766201722.219434,0
1766201722.322770,0
1766201722.426260,0
1766201722.529693,0
1766201722.632241,0
1766201722.734990,0
1766201722.838329,0
1766201722.941488,0
1766201723.048760,0
1766201723.152018,0
1766201723.256872,0
1766201723.362550,20
1766201723.468789,20
1766201723.573548,19
1766201723.677951,20
1766201723.784193,19
1766201723.887787,20
1766201723.997239,19
1766201724.101443,19
1766201724.212255,18
1766201724.315735,20
1766201724.419668,19
1766201724.525944,18
1766201724.634314,17
1766201724.741807,19
1766201724.846004,17
1766201724.949237,17
1766201725.056644,15
1766201725.160928,15
1766201725.267279,15
1766201725.373358,16
1766201725.477164,17
1766201725.580598,17
1766201725.683653,19
1766201725.789146,18
1766201725.894314,18
1766201725.998042,16
1766201726.102155,19
1766201726.213185,16
1766201726.316395,18
1766201726.419098,16
1766201726.521730,18
1766201726.623839,18
1766201726.726697,19
1766201726.835974,19
1766201726.939723,15
1766201727.042946,17
1766201727.146594,20
1766201727.249588,19
1766201727.354419,20
1766201727.459810,20
1766201727.563267,19
1766201727.667042,20
1766201727.770038,20
1766201727.875481,20
1766201727.981639,19
1766201728.085270,19
1766201728.188805,19
1766201728.295389,18
1766201728.401687,19
1766201728.504747,18
1766201728.612563,20
1766201728.716369,16
1766201728.819322,16
1766201728.926620,16
1766201729.031954,16
1766201729.135898,17
1766201729.242871,18
1766201729.346612,17
1766201729.450202,19
1766201729.553958,19
1766201729.657809,18
1766201729.766026,12
1766201729.870975,17
1766201729.974211,15
1766201730.078842,16
1766201730.188542,18
1766201730.294512,17
1766201730.401959,17
1766201730.506406,20
1766201730.610653,18
1766201730.714745,18
1766201730.817817,19
1766201730.921187,15
1766201731.024319,19
1766201731.127791,20
1766201731.230430,19
1766201731.333004,19
1766201731.435701,18
1766201731.538260,20
1766201731.641098,19
1766201731.744034,20
1766201731.847774,19
1766201731.950239,19
1766201732.052650,18
1766201732.154985,18
1766201732.258404,16
1766201732.361029,17
1766201732.463562,17
1766201732.565895,20
1766201732.668627,19
1766201732.771339,19
1766201732.874688,18
1766201732.977893,19
1766201733.081395,20
1766201733.185097,18
1766201733.288304,19
1766201733.407552,14
1766201733.513212,7
1766201733.616745,9
1766201733.720303,13
1766201733.823349,17
1766201733.925888,19
1766201734.028838,20
1766201734.132060,19
1766201734.235455,18
1766201734.338234,16
1766201734.441005,13
1766201734.544163,20
1766201734.647011,18
1766201734.749995,20
1766201734.853109,17
1766201734.955751,16
1766201735.057957,16
1766201735.160584,11
1766201735.263311,15
1766201735.366099,16
1766201735.468719,18
1766201735.571961,19
1766201735.675306,19
1766201735.779052,18
1766201735.882432,17
1766201735.985802,18
1766201736.088895,16
1766201736.191999,17
1766201736.295593,19
1766201736.398936,18
1766201736.501917,17
1766201736.605024,18
1766201736.709057,20
1766201736.811672,20
1766201736.914793,19
1766201737.017348,18
1766201737.119927,16
1766201737.223210,18
1766201737.326794,17
1766201737.429482,18
1766201737.532514,16
1766201737.635290,19
1766201737.737901,20
1766201737.840844,15
1766201737.944781,20
1766201738.048674,20
1766201738.151876,18
1766201738.255917,16
1766201738.358786,15
1766201738.461542,20
1766201738.564336,20
1766201738.667012,19
1766201738.770418,19
1766201738.873425,16
1766201738.976479,14
1766201739.079452,18
1766201739.182618,11
1766201739.286214,16
1766201739.389481,18
